in s,C1 in V
-1.95750E-01,-1.780823E-03
-1.95744E-01,-1.841858E-03
-1.95738E-01,-1.963928E-03
-1.95732E-01,-2.009705E-03
-1.95726E-01,-2.116516E-03
-1.95720E-01,-2.040222E-03
-1.95714E-01,-2.223328E-03
-1.95708E-01,-2.375916E-03
-1.95702E-01,-2.574280E-03
-1.95696E-01,-2.681091E-03
-1.95690E-01,-2.818420E-03
-1.95684E-01,-3.001526E-03
-1.95678E-01,-3.306702E-03
-1.95672E-01,-3.611877E-03
-1.95666E-01,-3.947571E-03
-1.95660E-01,-4.130676E-03
-1.95654E-01,-4.390076E-03
-1.95648E-01,-4.435852E-03
-1.95642E-01,-4.893616E-03
-1.95636E-01,-4.863098E-03
-1.95630E-01,-4.969910E-03
-1.95624E-01,-5.122498E-03
-1.95618E-01,-5.290344E-03
-1.95612E-01,-5.320862E-03
-1.95606E-01,-5.305603E-03
-1.95600E-01,-5.351379E-03
-1.95594E-01,-5.305603E-03
-1.95588E-01,-5.336121E-03
-1.95582E-01,-5.397156E-03
-1.95576E-01,-5.458191E-03
-1.95570E-01,-5.473450E-03
-1.95564E-01,-5.534485E-03
-1.95558E-01,-5.778625E-03
-1.95552E-01,-6.175354E-03
-1.95546E-01,-6.358459E-03
-1.95540E-01,-6.450012E-03
-1.95534E-01,-6.663635E-03
-1.95528E-01,-6.846741E-03
-1.95522E-01,-7.106140E-03
-1.95516E-01,-7.304504E-03
-1.95510E-01,-7.548645E-03
-1.95504E-01,-7.792786E-03
-1.95498E-01,-7.975891E-03
-1.95492E-01,-8.220032E-03
-1.95486E-01,-8.448914E-03
-1.95480E-01,-8.616760E-03
-1.95474E-01,-8.738831E-03
-1.95468E-01,-9.044006E-03
-1.95462E-01,-9.349182E-03
-1.95456E-01,-9.410217E-03
-1.95450E-01,-9.593323E-03
-1.95444E-01,-9.700134E-03
-1.95438E-01,-9.761169E-03
-1.95432E-01,-9.898499E-03
-1.95426E-01,-1.005109E-02
-1.95420E-01,-1.026471E-02
-1.95414E-01,-1.055463E-02
-1.95408E-01,-1.081403E-02
-1.95402E-01,-1.095135E-02
-1.95396E-01,-1.093610E-02
-1.95390E-01,-1.092084E-02
-1.95384E-01,-1.084454E-02
-1.95378E-01,-1.073773E-02
-1.95372E-01,-1.079877E-02
-1.95366E-01,-1.073773E-02
-1.95360E-01,-1.078351E-02
-1.95354E-01,-1.099713E-02
-1.95348E-01,-1.125653E-02
-1.95342E-01,-1.145490E-02
-1.95336E-01,-1.154645E-02
-1.95330E-01,-1.166852E-02
-1.95324E-01,-1.192792E-02
-1.95318E-01,-1.235516E-02
-1.95312E-01,-1.273663E-02
-1.95306E-01,-1.302655E-02
-1.95300E-01,-1.328595E-02
-1.95294E-01,-1.346906E-02
-1.95288E-01,-1.363690E-02
-1.95282E-01,-1.389630E-02
-1.95276E-01,-1.403363E-02
-1.95270E-01,-1.435406E-02
-1.95264E-01,-1.461346E-02
-1.95258E-01,-1.472028E-02
-1.95252E-01,-1.479657E-02
-1.95246E-01,-1.453717E-02
-1.95240E-01,-1.447614E-02
-1.95234E-01,-1.470502E-02
-1.95228E-01,-1.497968E-02
-1.95222E-01,-1.523907E-02
-1.95216E-01,-1.536115E-02
-1.95210E-01,-1.543744E-02
-1.95204E-01,-1.557477E-02
-1.95198E-01,-1.562054E-02
-1.95192E-01,-1.577313E-02
-1.95186E-01,-1.609357E-02
-1.95180E-01,-1.638348E-02
-1.95174E-01,-1.658185E-02
-1.95168E-01,-1.676495E-02
-1.95162E-01,-1.703961E-02
-1.95156E-01,-1.717694E-02
-1.95150E-01,-1.729901E-02
-1.95144E-01,-1.748212E-02
-1.95138E-01,-1.780255E-02
-1.95132E-01,-1.787885E-02
-1.95126E-01,-1.801617E-02
-1.95120E-01,-1.812299E-02
-1.95114E-01,-1.830609E-02
-1.95108E-01,-1.855023E-02
-1.95102E-01,-1.862653E-02
-1.95096E-01,-1.877911E-02
-1.95090E-01,-1.894696E-02
-1.95084E-01,-1.905377E-02
-1.95078E-01,-1.920636E-02
-1.95072E-01,-1.929791E-02
-1.95066E-01,-1.937421E-02
-1.95060E-01,-1.938947E-02
-1.95054E-01,-1.935895E-02
-1.95048E-01,-1.929791E-02
-1.95042E-01,-1.905377E-02
-1.95036E-01,-1.893170E-02
-1.95030E-01,-1.876385E-02
-1.95024E-01,-1.870282E-02
-1.95018E-01,-1.844342E-02
-1.95012E-01,-1.832135E-02
-1.95006E-01,-1.807721E-02
-1.95000E-01,-1.787885E-02
-1.94994E-01,-1.771100E-02
-1.94988E-01,-1.752789E-02
-1.94982E-01,-1.739056E-02
-1.94976E-01,-1.726849E-02
-1.94970E-01,-1.732953E-02
-1.94964E-01,-1.732953E-02
-1.94958E-01,-1.707013E-02
-1.94952E-01,-1.691754E-02
-1.94946E-01,-1.636823E-02
-1.94940E-01,-1.592572E-02
-1.94934E-01,-1.563580E-02
-1.94928E-01,-1.526959E-02
-1.94922E-01,-1.504071E-02
-1.94916E-01,-1.479657E-02
-1.94910E-01,-1.447614E-02
-1.94904E-01,-1.412518E-02
-1.94898E-01,-1.392682E-02
-1.94892E-01,-1.368268E-02
-1.94886E-01,-1.349957E-02
-1.94880E-01,-1.334698E-02
-1.94874E-01,-1.337750E-02
-1.94868E-01,-1.349957E-02
-1.94862E-01,-1.359113E-02
-1.94856E-01,-1.366742E-02
-1.94850E-01,-1.356061E-02
-1.94844E-01,-1.343854E-02
-1.94838E-01,-1.302655E-02
-1.94832E-01,-1.267560E-02
-1.94826E-01,-1.250775E-02
-1.94820E-01,-1.208051E-02
-1.94814E-01,-1.157697E-02
-1.94808E-01,-1.108868E-02
-1.94802E-01,-1.058514E-02
-1.94796E-01,-1.020367E-02
-1.94790E-01,-9.715393E-03
-1.94784E-01,-9.455994E-03
-1.94778E-01,-9.166077E-03
-1.94772E-01,-9.013489E-03
-1.94766E-01,-8.967712E-03
-1.94760E-01,-8.677795E-03
-1.94754E-01,-8.677795E-03
-1.94748E-01,-8.616760E-03
-1.94742E-01,-8.311584E-03
-1.94736E-01,-8.235291E-03
-1.94730E-01,-8.174255E-03
-1.94724E-01,-8.082703E-03
-1.94718E-01,-8.220032E-03
-1.94712E-01,-8.281067E-03
-1.94706E-01,-8.479431E-03
-1.94700E-01,-8.601501E-03
-1.94694E-01,-8.876160E-03
-1.94688E-01,-9.013489E-03
-1.94682E-01,-9.135559E-03
-1.94676E-01,-9.181335E-03
-1.94670E-01,-9.196594E-03
-1.94664E-01,-9.227112E-03
-1.94658E-01,-9.379700E-03
-1.94652E-01,-9.379700E-03
-1.94646E-01,-9.471252E-03
-1.94640E-01,-9.517029E-03
-1.94634E-01,-9.501770E-03
-1.94628E-01,-9.471252E-03
-1.94622E-01,-9.608582E-03
-1.94616E-01,-9.547546E-03
-1.94610E-01,-9.486511E-03
-1.94604E-01,-9.379700E-03
-1.94598E-01,-9.288147E-03
-1.94592E-01,-9.303406E-03
-1.94586E-01,-9.166077E-03
-1.94580E-01,-9.135559E-03
-1.94574E-01,-9.196594E-03
-1.94568E-01,-9.074524E-03
-1.94562E-01,-9.181335E-03
-1.94556E-01,-9.318665E-03
-1.94550E-01,-9.517029E-03
-1.94544E-01,-9.700134E-03
-1.94538E-01,-1.011212E-02
-1.94532E-01,-1.035626E-02
-1.94526E-01,-1.069196E-02
-1.94520E-01,-1.096661E-02
-1.94514E-01,-1.136334E-02
-1.94508E-01,-1.165326E-02
-1.94502E-01,-1.192792E-02
-1.94496E-01,-1.229413E-02
-1.94490E-01,-1.279767E-02
-1.94484E-01,-1.346906E-02
-1.94478E-01,-1.417096E-02
-1.94472E-01,-1.476605E-02
-1.94466E-01,-1.526959E-02
-1.94460E-01,-1.566632E-02
-1.94454E-01,-1.609357E-02
-1.94448E-01,-1.656659E-02
-1.94442E-01,-1.699384E-02
-1.94436E-01,-1.729901E-02
-1.94430E-01,-1.743634E-02
-1.94424E-01,-1.755841E-02
-1.94418E-01,-1.763470E-02
-1.94412E-01,-1.757367E-02
-1.94406E-01,-1.758893E-02
-1.94400E-01,-1.784833E-02
-1.94394E-01,-1.787885E-02
-1.94388E-01,-1.792462E-02
-1.94382E-01,-1.818402E-02
-1.94376E-01,-1.835187E-02
-1.94370E-01,-1.850446E-02
-1.94364E-01,-1.882489E-02
-1.94358E-01,-1.914532E-02
-1.94352E-01,-1.937421E-02
-1.94346E-01,-1.937421E-02
-1.94340E-01,-1.964886E-02
-1.94334E-01,-2.012189E-02
-1.94328E-01,-2.048810E-02
-1.94322E-01,-2.086957E-02
-1.94316E-01,-2.109845E-02
-1.94310E-01,-2.144940E-02
-1.94304E-01,-2.175458E-02
-1.94298E-01,-2.181561E-02
-1.94292E-01,-2.195294E-02
-1.94286E-01,-2.225812E-02
-1.94280E-01,-2.262433E-02
-1.94274E-01,-2.294476E-02
-1.94268E-01,-2.314313E-02
-1.94262E-01,-2.338727E-02
-1.94256E-01,-2.366193E-02
-1.94250E-01,-2.384503E-02
-1.94244E-01,-2.413495E-02
-1.94238E-01,-2.428754E-02
-1.94232E-01,-2.450116E-02
-1.94226E-01,-2.477582E-02
-1.94220E-01,-2.489789E-02
-1.94214E-01,-2.498944E-02
-1.94208E-01,-2.526410E-02
-1.94202E-01,-2.550824E-02
-1.94196E-01,-2.582867E-02
-1.94190E-01,-2.592023E-02
-1.94184E-01,-2.602704E-02
-1.94178E-01,-2.610333E-02
-1.94172E-01,-2.637799E-02
-1.94166E-01,-2.634747E-02
-1.94160E-01,-2.653058E-02
-1.94154E-01,-2.675946E-02
-1.94148E-01,-2.672894E-02
-1.94142E-01,-2.685101E-02
-1.94136E-01,-2.698834E-02
-1.94130E-01,-2.738507E-02
-1.94124E-01,-2.761395E-02
-1.94118E-01,-2.788861E-02
-1.94112E-01,-2.828534E-02
-1.94106E-01,-2.865155E-02
-1.94100E-01,-2.900250E-02
-1.94094E-01,-2.936871E-02
-1.94088E-01,-2.952130E-02
-1.94082E-01,-2.975018E-02
-1.94076E-01,-2.991803E-02
-1.94070E-01,-3.005536E-02
-1.94064E-01,-3.019269E-02
-1.94058E-01,-3.051312E-02
-1.94052E-01,-3.065045E-02
-1.94046E-01,-3.071149E-02
-1.94040E-01,-3.058942E-02
-1.94034E-01,-3.046735E-02
-1.94028E-01,-3.034528E-02
-1.94022E-01,-3.033002E-02
-1.94016E-01,-3.031476E-02
-1.94010E-01,-3.025372E-02
-1.94004E-01,-3.037579E-02
-1.93998E-01,-3.048260E-02
-1.93992E-01,-3.042157E-02
-1.93986E-01,-3.051312E-02
-1.93980E-01,-3.063519E-02
-1.93974E-01,-3.071149E-02
-1.93968E-01,-3.086407E-02
-1.93962E-01,-3.106244E-02
-1.93956E-01,-3.133710E-02
-1.93950E-01,-3.144391E-02
-1.93944E-01,-3.162701E-02
-1.93938E-01,-3.177960E-02
-1.93932E-01,-3.182538E-02
-1.93926E-01,-3.193219E-02
-1.93920E-01,-3.199323E-02
-1.93914E-01,-3.205426E-02
-1.93908E-01,-3.205426E-02
-1.93902E-01,-3.190167E-02
-1.93896E-01,-3.193219E-02
-1.93890E-01,-3.196271E-02
-1.93884E-01,-3.206952E-02
-1.93878E-01,-3.222211E-02
-1.93872E-01,-3.216107E-02
-1.93866E-01,-3.210004E-02
-1.93860E-01,-3.185590E-02
-1.93854E-01,-3.162701E-02
-1.93848E-01,-3.144391E-02
-1.93842E-01,-3.113873E-02
-1.93836E-01,-3.092511E-02
-1.93830E-01,-3.080304E-02
-1.93824E-01,-3.058942E-02
-1.93818E-01,-3.048260E-02
-1.93812E-01,-3.039105E-02
-1.93806E-01,-3.031476E-02
-1.93800E-01,-3.033002E-02
-1.93794E-01,-3.043683E-02
-1.93788E-01,-3.039105E-02
-1.93782E-01,-3.039105E-02
-1.93776E-01,-3.028424E-02
-1.93770E-01,-3.034528E-02
-1.93764E-01,-3.040631E-02
-1.93758E-01,-3.039105E-02
-1.93752E-01,-3.040631E-02
-1.93746E-01,-3.052838E-02
-1.93740E-01,-3.046735E-02
-1.93734E-01,-3.031476E-02
-1.93728E-01,-3.011639E-02
-1.93722E-01,-2.981122E-02
-1.93716E-01,-2.953656E-02
-1.93710E-01,-2.924664E-02
-1.93704E-01,-2.903302E-02
-1.93698E-01,-2.875836E-02
-1.93692E-01,-2.840741E-02
-1.93686E-01,-2.787335E-02
-1.93680E-01,-2.740033E-02
-1.93674E-01,-2.700360E-02
-1.93668E-01,-2.650006E-02
-1.93662E-01,-2.605756E-02
-1.93656E-01,-2.570660E-02
-1.93650E-01,-2.532513E-02
-1.93644E-01,-2.495892E-02
-1.93638E-01,-2.469952E-02
-1.93632E-01,-2.450116E-02
-1.93626E-01,-2.440961E-02
-1.93620E-01,-2.411969E-02
-1.93614E-01,-2.392133E-02
-1.93608E-01,-2.381451E-02
-1.93602E-01,-2.353986E-02
-1.93596E-01,-2.320416E-02
-1.93590E-01,-2.292950E-02
-1.93584E-01,-2.265485E-02
-1.93578E-01,-2.239545E-02
-1.93572E-01,-2.225812E-02
-1.93566E-01,-2.213605E-02
-1.93560E-01,-2.207501E-02
-1.93554E-01,-2.198346E-02
-1.93548E-01,-2.190717E-02
-1.93542E-01,-2.201398E-02
-1.93536E-01,-2.193768E-02
-1.93530E-01,-2.193768E-02
-1.93524E-01,-2.198346E-02
-1.93518E-01,-2.205975E-02
-1.93512E-01,-2.207501E-02
-1.93506E-01,-2.221234E-02
-1.93500E-01,-2.227338E-02
-1.93494E-01,-2.219708E-02
-1.93488E-01,-2.224286E-02
-1.93482E-01,-2.221234E-02
-1.93476E-01,-2.233441E-02
-1.93470E-01,-2.245648E-02
-1.93464E-01,-2.231915E-02
-1.93458E-01,-2.222760E-02
-1.93452E-01,-2.216656E-02
-1.93446E-01,-2.213605E-02
-1.93440E-01,-2.199872E-02
-1.93434E-01,-2.193768E-02
-1.93428E-01,-2.170880E-02
-1.93422E-01,-2.166302E-02
-1.93416E-01,-2.164777E-02
-1.93410E-01,-2.167828E-02
-1.93404E-01,-2.160199E-02
-1.93398E-01,-2.160199E-02
-1.93392E-01,-2.143414E-02
-1.93386E-01,-2.140363E-02
-1.93380E-01,-2.132733E-02
-1.93374E-01,-2.138837E-02
-1.93368E-01,-2.137311E-02
-1.93362E-01,-2.141888E-02
-1.93356E-01,-2.134259E-02
-1.93350E-01,-2.128156E-02
-1.93344E-01,-2.117474E-02
-1.93338E-01,-2.108319E-02
-1.93332E-01,-2.086957E-02
-1.93326E-01,-2.062543E-02
-1.93320E-01,-2.025922E-02
-1.93314E-01,-1.995404E-02
-1.93308E-01,-1.961835E-02
-1.93302E-01,-1.929791E-02
-1.93296E-01,-1.884015E-02
-1.93290E-01,-1.842816E-02
-1.93284E-01,-1.800092E-02
-1.93278E-01,-1.771100E-02
-1.93272E-01,-1.725323E-02
-1.93266E-01,-1.681073E-02
-1.93260E-01,-1.638348E-02
-1.93254E-01,-1.609357E-02
-1.93248E-01,-1.580365E-02
-1.93242E-01,-1.565106E-02
-1.93236E-01,-1.546796E-02
-1.93230E-01,-1.542218E-02
-1.93224E-01,-1.530011E-02
-1.93218E-01,-1.533063E-02
-1.93212E-01,-1.520856E-02
-1.93206E-01,-1.505597E-02
-1.93200E-01,-1.504071E-02
-1.93194E-01,-1.501019E-02
-1.93188E-01,-1.494916E-02
-1.93182E-01,-1.497968E-02
-1.93176E-01,-1.481183E-02
-1.93170E-01,-1.482709E-02
-1.93164E-01,-1.472028E-02
-1.93158E-01,-1.468976E-02
-1.93152E-01,-1.478131E-02
-1.93146E-01,-1.496442E-02
-1.93140E-01,-1.505597E-02
-1.93134E-01,-1.528485E-02
-1.93128E-01,-1.549847E-02
-1.93122E-01,-1.568158E-02
-1.93116E-01,-1.589520E-02
-1.93110E-01,-1.603253E-02
-1.93104E-01,-1.626141E-02
-1.93098E-01,-1.621564E-02
-1.93092E-01,-1.630719E-02
-1.93086E-01,-1.632245E-02
-1.93080E-01,-1.638348E-02
-1.93074E-01,-1.633771E-02
-1.93068E-01,-1.624615E-02
-1.93062E-01,-1.638348E-02
-1.93056E-01,-1.649030E-02
-1.93050E-01,-1.645978E-02
-1.93044E-01,-1.649030E-02
-1.93038E-01,-1.658185E-02
-1.93032E-01,-1.676495E-02
-1.93026E-01,-1.720746E-02
-1.93020E-01,-1.751263E-02
-1.93014E-01,-1.771100E-02
-1.93008E-01,-1.772626E-02
-1.93002E-01,-1.771100E-02
-1.92996E-01,-1.775677E-02
-1.92990E-01,-1.786359E-02
-1.92984E-01,-1.797040E-02
-1.92978E-01,-1.804669E-02
-1.92972E-01,-1.815350E-02
-1.92966E-01,-1.809247E-02
-1.92960E-01,-1.815350E-02
-1.92954E-01,-1.816876E-02
-1.92948E-01,-1.815350E-02
-1.92942E-01,-1.815350E-02
-1.92936E-01,-1.803143E-02
-1.92930E-01,-1.787885E-02
-1.92924E-01,-1.766522E-02
-1.92918E-01,-1.760419E-02
-1.92912E-01,-1.734479E-02
-1.92906E-01,-1.720746E-02
-1.92900E-01,-1.688702E-02
-1.92894E-01,-1.649030E-02
-1.92888E-01,-1.592572E-02
-1.92882E-01,-1.517804E-02
-1.92876E-01,-1.435406E-02
-1.92870E-01,-1.377423E-02
-1.92864E-01,-1.293500E-02
-1.92858E-01,-1.218732E-02
-1.92852E-01,-1.125653E-02
-1.92846E-01,-1.037152E-02
-1.92840E-01,-9.471252E-03
-1.92834E-01,-8.555725E-03
-1.92828E-01,-7.624939E-03
-1.92822E-01,-6.678894E-03
-1.92816E-01,-5.595520E-03
-1.92810E-01,-4.344299E-03
-1.92804E-01,-3.245667E-03
-1.92798E-01,-2.238586E-03
-1.92792E-01,-1.307800E-03
-1.92786E-01,-5.296021E-04
-1.92780E-01,1.723022E-04
-1.92774E-01,8.589478E-04
-1.92768E-01,1.591370E-03
-1.92762E-01,2.278015E-03
-1.92756E-01,2.720520E-03
-1.92750E-01,3.071472E-03
-1.92744E-01,3.346130E-03
-1.92738E-01,3.575012E-03
-1.92732E-01,3.620789E-03
-1.92726E-01,3.758118E-03
-1.92720E-01,3.727600E-03
-1.92714E-01,3.681824E-03
-1.92708E-01,3.636047E-03
-1.92702E-01,3.498718E-03
-1.92696E-01,3.315613E-03
-1.92690E-01,3.086731E-03
-1.92684E-01,2.857849E-03
-1.92678E-01,2.491638E-03
-1.92672E-01,2.278015E-03
-1.92666E-01,1.972839E-03
-1.92660E-01,1.606628E-03
-1.92654E-01,1.240417E-03
-1.92648E-01,8.742065E-04
-1.92642E-01,7.521362E-04
-1.92636E-01,5.690308E-04
-1.92630E-01,2.638550E-04
-1.92624E-01,1.723022E-04
-1.92618E-01,4.455566E-06
-1.92612E-01,-1.481323E-04
-1.92606E-01,-3.464966E-04
-1.92600E-01,-5.753784E-04
-1.92594E-01,-7.127075E-04
-1.92588E-01,-1.033142E-03
-1.92582E-01,-1.323059E-03
-1.92576E-01,-1.567200E-03
-1.92570E-01,-1.872375E-03
-1.92564E-01,-2.070740E-03
-1.92558E-01,-2.208069E-03
-1.92552E-01,-2.253845E-03
-1.92546E-01,-2.467468E-03
-1.92540E-01,-2.711609E-03
-1.92534E-01,-3.047302E-03
-1.92528E-01,-3.230408E-03
-1.92522E-01,-3.321960E-03
-1.92516E-01,-3.352478E-03
-1.92510E-01,-3.291443E-03
-1.92504E-01,-3.215149E-03
-1.92498E-01,-3.398254E-03
-1.92492E-01,-3.596619E-03
-1.92486E-01,-3.993347E-03
-1.92480E-01,-4.206970E-03
-1.92474E-01,-4.374817E-03
-1.92468E-01,-4.283264E-03
-1.92462E-01,-4.329041E-03
-1.92456E-01,-4.390076E-03
-1.92450E-01,-4.420593E-03
-1.92444E-01,-4.573181E-03
-1.92438E-01,-4.756287E-03
-1.92432E-01,-5.091980E-03
-1.92426E-01,-5.412415E-03
-1.92420E-01,-5.763367E-03
-1.92414E-01,-5.946472E-03
-1.92408E-01,-6.160095E-03
-1.92402E-01,-6.190613E-03
-1.92396E-01,-6.160095E-03
-1.92390E-01,-6.205872E-03
-1.92384E-01,-6.282166E-03
-1.92378E-01,-6.419495E-03
-1.92372E-01,-6.434753E-03
-1.92366E-01,-6.419495E-03
-1.92360E-01,-6.388977E-03
-1.92354E-01,-6.495789E-03
-1.92348E-01,-6.755188E-03
-1.92342E-01,-7.029846E-03
-1.92336E-01,-7.090881E-03
-1.92330E-01,-7.121399E-03
-1.92324E-01,-7.212952E-03
-1.92318E-01,-7.472351E-03
-1.92312E-01,-7.701233E-03
-1.92306E-01,-7.869080E-03
-1.92300E-01,-8.052185E-03
-1.92294E-01,-8.265808E-03
-1.92288E-01,-8.448914E-03
-1.92282E-01,-8.662537E-03
-1.92276E-01,-8.845642E-03
-1.92270E-01,-9.135559E-03
-1.92264E-01,-9.440735E-03
-1.92258E-01,-9.791687E-03
-1.92252E-01,-1.012738E-02
-1.92246E-01,-1.043256E-02
-1.92240E-01,-1.078351E-02
-1.92234E-01,-1.111920E-02
-1.92228E-01,-1.148541E-02
-1.92222E-01,-1.163800E-02
-1.92216E-01,-1.182111E-02
-1.92210E-01,-1.189740E-02
-1.92204E-01,-1.198895E-02
-1.92198E-01,-1.220258E-02
-1.92192E-01,-1.243146E-02
-1.92186E-01,-1.264508E-02
-1.92180E-01,-1.287396E-02
-1.92174E-01,-1.314862E-02
-1.92168E-01,-1.328595E-02
-1.92162E-01,-1.360638E-02
-1.92156E-01,-1.401837E-02
-1.92150E-01,-1.432355E-02
-1.92144E-01,-1.447614E-02
-1.92138E-01,-1.475079E-02
-1.92132E-01,-1.482709E-02
-1.92126E-01,-1.516278E-02
-1.92120E-01,-1.539166E-02
-1.92114E-01,-1.557477E-02
-1.92108E-01,-1.574261E-02
-1.92102E-01,-1.594098E-02
-1.92096E-01,-1.618512E-02
-1.92090E-01,-1.656659E-02
-1.92084E-01,-1.678021E-02
-1.92078E-01,-1.707013E-02
-1.92072E-01,-1.716168E-02
-1.92066E-01,-1.737531E-02
-1.92060E-01,-1.761945E-02
-1.92054E-01,-1.797040E-02
-1.92048E-01,-1.841290E-02
-1.92042E-01,-1.877911E-02
-1.92036E-01,-1.908429E-02
-1.92030E-01,-1.938947E-02
-1.92024E-01,-1.961835E-02
-1.92018E-01,-2.001508E-02
-1.92012E-01,-2.041180E-02
-1.92006E-01,-2.062543E-02
-1.92000E-01,-2.074750E-02
-1.91994E-01,-2.068646E-02
-1.91988E-01,-2.064069E-02
-1.91982E-01,-2.059491E-02
-1.91976E-01,-2.036603E-02
-1.91970E-01,-2.038129E-02
-1.91964E-01,-2.042706E-02
-1.91958E-01,-2.050336E-02
-1.91952E-01,-2.053387E-02
-1.91946E-01,-2.067120E-02
-1.91940E-01,-2.067120E-02
-1.91934E-01,-2.068646E-02
-1.91928E-01,-2.062543E-02
-1.91922E-01,-2.035077E-02
-1.91916E-01,-2.015240E-02
-1.91910E-01,-1.999982E-02
-1.91904E-01,-1.992352E-02
-1.91898E-01,-1.974042E-02
-1.91892E-01,-1.972516E-02
-1.91886E-01,-1.984723E-02
-1.91880E-01,-1.987775E-02
-1.91874E-01,-1.984723E-02
-1.91868E-01,-1.977094E-02
-1.91862E-01,-1.983197E-02
-1.91856E-01,-1.986249E-02
-1.91850E-01,-1.999982E-02
-1.91844E-01,-2.013715E-02
-1.91838E-01,-2.030499E-02
-1.91832E-01,-2.057965E-02
-1.91826E-01,-2.061017E-02
-1.91820E-01,-2.070172E-02
-1.91814E-01,-2.059491E-02
-1.91808E-01,-2.065594E-02
-1.91802E-01,-2.085431E-02
-1.91796E-01,-2.082379E-02
-1.91790E-01,-2.083905E-02
-1.91784E-01,-2.071698E-02
-1.91778E-01,-2.053387E-02
-1.91772E-01,-2.045758E-02
-1.91766E-01,-2.045758E-02
-1.91760E-01,-2.059491E-02
-1.91754E-01,-2.088483E-02
-1.91748E-01,-2.105267E-02
-1.91742E-01,-2.135785E-02
-1.91736E-01,-2.149518E-02
-1.91730E-01,-2.152570E-02
-1.91724E-01,-2.178510E-02
-1.91718E-01,-2.199872E-02
-1.91712E-01,-2.213605E-02
-1.91706E-01,-2.219708E-02
-1.91700E-01,-2.239545E-02
-1.91694E-01,-2.254803E-02
-1.91688E-01,-2.241071E-02
-1.91682E-01,-2.256329E-02
-1.91676E-01,-2.257855E-02
-1.91670E-01,-2.262433E-02
-1.91664E-01,-2.268536E-02
-1.91658E-01,-2.265485E-02
-1.91652E-01,-2.247174E-02
-1.91646E-01,-2.233441E-02
-1.91640E-01,-2.236493E-02
-1.91634E-01,-2.242596E-02
-1.91628E-01,-2.241071E-02
-1.91622E-01,-2.227338E-02
-1.91616E-01,-2.224286E-02
-1.91610E-01,-2.227338E-02
-1.91604E-01,-2.239545E-02
-1.91598E-01,-2.244122E-02
-1.91592E-01,-2.251752E-02
-1.91586E-01,-2.263959E-02
-1.91580E-01,-2.268536E-02
-1.91574E-01,-2.277692E-02
-1.91568E-01,-2.283795E-02
-1.91562E-01,-2.294476E-02
-1.91556E-01,-2.291425E-02
-1.91550E-01,-2.276166E-02
-1.91544E-01,-2.263959E-02
-1.91538E-01,-2.259381E-02
-1.91532E-01,-2.267010E-02
-1.91526E-01,-2.288373E-02
-1.91520E-01,-2.299054E-02
-1.91514E-01,-2.288373E-02
-1.91508E-01,-2.288373E-02
-1.91502E-01,-2.289899E-02
-1.91496E-01,-2.288373E-02
-1.91490E-01,-2.292950E-02
-1.91484E-01,-2.282269E-02
-1.91478E-01,-2.294476E-02
-1.91472E-01,-2.279218E-02
-1.91466E-01,-2.268536E-02
-1.91460E-01,-2.263959E-02
-1.91454E-01,-2.270062E-02
-1.91448E-01,-2.271588E-02
-1.91442E-01,-2.279218E-02
-1.91436E-01,-2.300580E-02
-1.91430E-01,-2.321942E-02
-1.91424E-01,-2.321942E-02
-1.91418E-01,-2.318890E-02
-1.91412E-01,-2.328046E-02
-1.91406E-01,-2.320416E-02
-1.91400E-01,-2.302106E-02
-1.91394E-01,-2.291425E-02
-1.91388E-01,-2.279218E-02
-1.91382E-01,-2.285321E-02
-1.91376E-01,-2.271588E-02
-1.91370E-01,-2.270062E-02
-1.91364E-01,-2.254803E-02
-1.91358E-01,-2.253278E-02
-1.91352E-01,-2.241071E-02
-1.91346E-01,-2.227338E-02
-1.91340E-01,-2.204449E-02
-1.91334E-01,-2.202924E-02
-1.91328E-01,-2.204449E-02
-1.91322E-01,-2.207501E-02
-1.91316E-01,-2.219708E-02
-1.91310E-01,-2.218182E-02
-1.91304E-01,-2.201398E-02
-1.91298E-01,-2.201398E-02
-1.91292E-01,-2.195294E-02
-1.91286E-01,-2.195294E-02
-1.91280E-01,-2.195294E-02
-1.91274E-01,-2.193768E-02
-1.91268E-01,-2.202924E-02
-1.91262E-01,-2.198346E-02
-1.91256E-01,-2.207501E-02
-1.91250E-01,-2.225812E-02
-1.91244E-01,-2.247174E-02
-1.91238E-01,-2.260907E-02
-1.91232E-01,-2.279218E-02
-1.91226E-01,-2.289899E-02
-1.91220E-01,-2.289899E-02
-1.91214E-01,-2.283795E-02
-1.91208E-01,-2.277692E-02
-1.91202E-01,-2.279218E-02
-1.91196E-01,-2.279218E-02
-1.91190E-01,-2.274640E-02
-1.91184E-01,-2.265485E-02
-1.91178E-01,-2.262433E-02
-1.91172E-01,-2.233441E-02
-1.91166E-01,-2.221234E-02
-1.91160E-01,-2.213605E-02
-1.91154E-01,-2.204449E-02
-1.91148E-01,-2.183087E-02
-1.91142E-01,-2.172406E-02
-1.91136E-01,-2.157147E-02
-1.91130E-01,-2.144940E-02
-1.91124E-01,-2.132733E-02
-1.91118E-01,-2.115948E-02
-1.91112E-01,-2.105267E-02
-1.91106E-01,-2.111371E-02
-1.91100E-01,-2.131207E-02
-1.91094E-01,-2.152570E-02
-1.91088E-01,-2.190717E-02
