in s,C1 in V
-2.65980E-02,1.129596E-02
-2.65920E-02,1.150958E-02
-2.65860E-02,1.196735E-02
-2.65800E-02,1.230304E-02
-2.65740E-02,1.276080E-02
-2.65680E-02,1.321857E-02
-2.65620E-02,1.384418E-02
-2.65560E-02,1.454608E-02
-2.65500E-02,1.527850E-02
-2.65440E-02,1.590411E-02
-2.65380E-02,1.648395E-02
-2.65320E-02,1.688068E-02
-2.65260E-02,1.724689E-02
-2.65200E-02,1.752155E-02
-2.65140E-02,1.781146E-02
-2.65080E-02,1.799457E-02
-2.65020E-02,1.817767E-02
-2.64960E-02,1.825397E-02
-2.64900E-02,1.828448E-02
-2.64840E-02,1.840656E-02
-2.64780E-02,1.858966E-02
-2.64720E-02,1.881854E-02
-2.64660E-02,1.915424E-02
-2.64600E-02,1.962726E-02
-2.64540E-02,2.016132E-02
-2.64480E-02,2.063434E-02
-2.64420E-02,2.130573E-02
-2.64360E-02,2.194659E-02
-2.64300E-02,2.251117E-02
-2.64240E-02,2.325885E-02
-2.64180E-02,2.405231E-02
-2.64120E-02,2.486102E-02
-2.64060E-02,2.539508E-02
-2.64000E-02,2.576129E-02
-2.63940E-02,2.629535E-02
-2.63880E-02,2.672260E-02
-2.63820E-02,2.721088E-02
-2.63760E-02,2.785175E-02
-2.63700E-02,2.834003E-02
-2.63640E-02,2.885883E-02
-2.63580E-02,2.920978E-02
-2.63520E-02,2.922504E-02
-2.63460E-02,2.936237E-02
-2.63400E-02,2.942340E-02
-2.63340E-02,2.937762E-02
-2.63280E-02,2.919452E-02
-2.63220E-02,2.911823E-02
-2.63160E-02,2.879779E-02
-2.63100E-02,2.855365E-02
-2.63040E-02,2.841632E-02
-2.62980E-02,2.826373E-02
-2.62920E-02,2.811115E-02
-2.62860E-02,2.789752E-02
-2.62800E-02,2.777545E-02
-2.62740E-02,2.779071E-02
-2.62680E-02,2.779071E-02
-2.62620E-02,2.786700E-02
-2.62560E-02,2.798907E-02
-2.62500E-02,2.791278E-02
-2.62440E-02,2.795856E-02
-2.62380E-02,2.771442E-02
-2.62320E-02,2.772968E-02
-2.62260E-02,2.742450E-02
-2.62200E-02,2.721088E-02
-2.62140E-02,2.693622E-02
-2.62080E-02,2.657001E-02
-2.62020E-02,2.649371E-02
-2.61960E-02,2.635638E-02
-2.61900E-02,2.621906E-02
-2.61840E-02,2.597491E-02
-2.61780E-02,2.592914E-02
-2.61720E-02,2.574603E-02
-2.61660E-02,2.566974E-02
-2.61600E-02,2.554767E-02
-2.61540E-02,2.548663E-02
-2.61480E-02,2.541034E-02
-2.61420E-02,2.533405E-02
-2.61360E-02,2.507465E-02
-2.61300E-02,2.484576E-02
-2.61240E-02,2.437274E-02
-2.61180E-02,2.391498E-02
-2.61120E-02,2.339618E-02
-2.61060E-02,2.281635E-02
-2.61000E-02,2.219073E-02
-2.60940E-02,2.142780E-02
-2.60880E-02,2.069537E-02
-2.60820E-02,1.997821E-02
-2.60760E-02,1.921527E-02
-2.60700E-02,1.863544E-02
-2.60640E-02,1.793353E-02
-2.60580E-02,1.717059E-02
-2.60520E-02,1.646869E-02
-2.60460E-02,1.587360E-02
-2.60400E-02,1.518695E-02
-2.60340E-02,1.451556E-02
-2.60280E-02,1.385944E-02
-2.60220E-02,1.315753E-02
-2.60160E-02,1.265399E-02
-2.60100E-02,1.219623E-02
-2.60040E-02,1.181476E-02
-2.59980E-02,1.164691E-02
-2.59920E-02,1.154010E-02
-2.59860E-02,1.152484E-02
-2.59800E-02,1.164691E-02
-2.59740E-02,1.193683E-02
-2.59680E-02,1.242511E-02
-2.59620E-02,1.294391E-02
-2.59560E-02,1.358478E-02
-2.59500E-02,1.430194E-02
-2.59440E-02,1.511066E-02
-2.59380E-02,1.572101E-02
-2.59320E-02,1.625507E-02
-2.59260E-02,1.689594E-02
-2.59200E-02,1.768939E-02
-2.59140E-02,1.833026E-02
-2.59080E-02,1.903217E-02
-2.59020E-02,1.953571E-02
-2.58960E-02,1.999347E-02
-2.58900E-02,2.052753E-02
-2.58840E-02,2.072589E-02
-2.58780E-02,2.098529E-02
-2.58720E-02,2.092426E-02
-2.58660E-02,2.121417E-02
-2.58600E-02,2.132098E-02
-2.58540E-02,2.151935E-02
-2.58480E-02,2.174823E-02
-2.58420E-02,2.202289E-02
-2.58360E-02,2.223651E-02
-2.58300E-02,2.254169E-02
-2.58240E-02,2.287738E-02
-2.58180E-02,2.336566E-02
-2.58120E-02,2.406757E-02
-2.58060E-02,2.466266E-02
-2.58000E-02,2.531879E-02
-2.57940E-02,2.589862E-02
-2.57880E-02,2.640216E-02
-2.57820E-02,2.678363E-02
-2.57760E-02,2.736346E-02
-2.57700E-02,2.783649E-02
-2.57640E-02,2.838580E-02
-2.57580E-02,2.885883E-02
-2.57520E-02,2.925555E-02
-2.57460E-02,2.957599E-02
-2.57400E-02,2.971332E-02
-2.57340E-02,2.980487E-02
-2.57280E-02,2.975909E-02
-2.57220E-02,2.980487E-02
-2.57160E-02,2.989642E-02
-2.57100E-02,2.994220E-02
-2.57040E-02,2.969806E-02
-2.56980E-02,2.922504E-02
-2.56920E-02,2.869098E-02
-2.56860E-02,2.801959E-02
-2.56800E-02,2.751605E-02
-2.56740E-02,2.725665E-02
-2.56680E-02,2.699725E-02
-2.56620E-02,2.667682E-02
-2.56560E-02,2.621906E-02
-2.56500E-02,2.566974E-02
-2.56440E-02,2.533405E-02
-2.56380E-02,2.483051E-02
-2.56320E-02,2.440326E-02
-2.56260E-02,2.385394E-02
-2.56200E-02,2.333514E-02
-2.56140E-02,2.293842E-02
-2.56080E-02,2.263324E-02
-2.56020E-02,2.238910E-02
-2.55960E-02,2.212970E-02
-2.55900E-02,2.187030E-02
-2.55840E-02,2.154987E-02
-2.55780E-02,2.142780E-02
-2.55720E-02,2.122943E-02
-2.55660E-02,2.104633E-02
-2.55600E-02,2.061908E-02
-2.55540E-02,2.049701E-02
-2.55480E-02,2.029865E-02
-2.55420E-02,1.997821E-02
-2.55360E-02,1.976459E-02
-2.55300E-02,1.952045E-02
-2.55240E-02,1.930682E-02
-2.55180E-02,1.910846E-02
-2.55120E-02,1.892535E-02
-2.55060E-02,1.871173E-02
-2.55000E-02,1.851337E-02
-2.54940E-02,1.839130E-02
-2.54880E-02,1.831500E-02
-2.54820E-02,1.820819E-02
-2.54760E-02,1.813190E-02
-2.54700E-02,1.816241E-02
-2.54640E-02,1.810138E-02
-2.54580E-02,1.805560E-02
-2.54520E-02,1.805560E-02
-2.54460E-02,1.813190E-02
-2.54400E-02,1.799457E-02
-2.54340E-02,1.802509E-02
-2.54280E-02,1.811664E-02
-2.54220E-02,1.840656E-02
-2.54160E-02,1.846759E-02
-2.54100E-02,1.862018E-02
-2.54040E-02,1.877277E-02
-2.53980E-02,1.897113E-02
-2.53920E-02,1.907794E-02
-2.53860E-02,1.935260E-02
-2.53800E-02,1.965778E-02
-2.53740E-02,2.000873E-02
-2.53680E-02,2.040546E-02
-2.53620E-02,2.064960E-02
-2.53560E-02,2.077167E-02
-2.53500E-02,2.100055E-02
-2.53440E-02,2.130573E-02
-2.53380E-02,2.162616E-02
-2.53320E-02,2.188556E-02
-2.53260E-02,2.216022E-02
-2.53200E-02,2.243488E-02
-2.53140E-02,2.257220E-02
-2.53080E-02,2.252643E-02
-2.53020E-02,2.257220E-02
-2.52960E-02,2.269427E-02
-2.52900E-02,2.296893E-02
-2.52840E-02,2.312152E-02
-2.52780E-02,2.331989E-02
-2.52720E-02,2.386920E-02
-2.52660E-02,2.429645E-02
-2.52600E-02,2.444904E-02
-2.52540E-02,2.483051E-02
-2.52480E-02,2.507465E-02
-2.52420E-02,2.539508E-02
-2.52360E-02,2.565448E-02
-2.52300E-02,2.579181E-02
-2.52240E-02,2.588336E-02
-2.52180E-02,2.615802E-02
-2.52120E-02,2.634113E-02
-2.52060E-02,2.657001E-02
-2.52000E-02,2.676837E-02
-2.51940E-02,2.702777E-02
-2.51880E-02,2.736346E-02
-2.51820E-02,2.780597E-02
-2.51760E-02,2.826373E-02
-2.51700E-02,2.882831E-02
-2.51640E-02,2.943866E-02
-2.51580E-02,2.998798E-02
-2.51520E-02,3.050677E-02
-2.51460E-02,3.097980E-02
-2.51400E-02,3.130023E-02
-2.51340E-02,3.165118E-02
-2.51280E-02,3.209369E-02
-2.51220E-02,3.236835E-02
-2.51160E-02,3.253619E-02
-2.51100E-02,3.273456E-02
-2.51040E-02,3.281085E-02
-2.50980E-02,3.268878E-02
-2.50920E-02,3.233783E-02
-2.50860E-02,3.188007E-02
-2.50800E-02,3.160541E-02
-2.50740E-02,3.131549E-02
-2.50680E-02,3.097980E-02
-2.50620E-02,3.058307E-02
-2.50560E-02,3.011005E-02
-2.50500E-02,2.966754E-02
-2.50440E-02,2.925555E-02
-2.50380E-02,2.898090E-02
-2.50320E-02,2.873676E-02
-2.50260E-02,2.864520E-02
-2.50200E-02,2.846210E-02
-2.50140E-02,2.853839E-02
-2.50080E-02,2.858417E-02
-2.50020E-02,2.867572E-02
-2.49960E-02,2.878253E-02
-2.49900E-02,2.870624E-02
-2.49840E-02,2.876727E-02
-2.49780E-02,2.882831E-02
-2.49720E-02,2.887408E-02
-2.49660E-02,2.882831E-02
-2.49600E-02,2.875201E-02
-2.49540E-02,2.852313E-02
-2.49480E-02,2.827899E-02
-2.49420E-02,2.803485E-02
-2.49360E-02,2.776019E-02
-2.49300E-02,2.745502E-02
-2.49240E-02,2.702777E-02
-2.49180E-02,2.658527E-02
-2.49120E-02,2.609698E-02
-2.49060E-02,2.570026E-02
-2.49000E-02,2.541034E-02
-2.48940E-02,2.489154E-02
-2.48880E-02,2.422015E-02
-2.48820E-02,2.365558E-02
-2.48760E-02,2.312152E-02
-2.48700E-02,2.260272E-02
-2.48640E-02,2.212970E-02
-2.48580E-02,2.165668E-02
-2.48520E-02,2.119891E-02
-2.48460E-02,2.080219E-02
-2.48400E-02,2.034442E-02
-2.48340E-02,1.997821E-02
-2.48280E-02,1.952045E-02
-2.48220E-02,1.901691E-02
-2.48160E-02,1.852863E-02
-2.48100E-02,1.826923E-02
-2.48040E-02,1.791827E-02
-2.47980E-02,1.762836E-02
-2.47920E-02,1.746051E-02
-2.47860E-02,1.718585E-02
-2.47800E-02,1.675861E-02
-2.47740E-02,1.631610E-02
-2.47680E-02,1.598041E-02
-2.47620E-02,1.558368E-02
-2.47560E-02,1.524799E-02
-2.47500E-02,1.483600E-02
-2.47440E-02,1.430194E-02
-2.47380E-02,1.393573E-02
-2.47320E-02,1.338641E-02
-2.47260E-02,1.280658E-02
-2.47200E-02,1.240985E-02
-2.47140E-02,1.215045E-02
-2.47080E-02,1.169269E-02
-2.47020E-02,1.126544E-02
-2.46960E-02,1.094501E-02
-2.46900E-02,1.050250E-02
-2.46840E-02,1.021259E-02
-2.46780E-02,9.815857E-03
-2.46720E-02,9.419128E-03
-2.46660E-02,9.083435E-03
-2.46600E-02,8.747742E-03
-2.46540E-02,8.473083E-03
-2.46480E-02,8.351013E-03
-2.46420E-02,8.015320E-03
-2.46360E-02,7.679626E-03
-2.46300E-02,7.496521E-03
-2.46240E-02,7.389709E-03
-2.46180E-02,7.252380E-03
-2.46120E-02,7.298157E-03
-2.46060E-02,7.176086E-03
-2.46000E-02,7.069275E-03
-2.45940E-02,6.870911E-03
-2.45880E-02,6.794617E-03
-2.45820E-02,6.748840E-03
-2.45760E-02,6.596252E-03
-2.45700E-02,6.580994E-03
-2.45640E-02,6.825134E-03
-2.45580E-02,6.779358E-03
-2.45520E-02,6.642029E-03
-2.45460E-02,6.611511E-03
-2.45400E-02,6.596252E-03
-2.45340E-02,6.489441E-03
-2.45280E-02,6.367371E-03
-2.45220E-02,6.306335E-03
-2.45160E-02,6.169006E-03
-2.45100E-02,6.169006E-03
-2.45040E-02,6.046936E-03
-2.44980E-02,6.031677E-03
-2.44920E-02,5.940125E-03
-2.44860E-02,5.894348E-03
-2.44800E-02,5.833313E-03
-2.44740E-02,5.940125E-03
-2.44680E-02,5.955383E-03
-2.44620E-02,6.016418E-03
-2.44560E-02,5.924866E-03
-2.44500E-02,5.741760E-03
-2.44440E-02,5.619690E-03
-2.44380E-02,5.390808E-03
-2.44320E-02,5.238220E-03
-2.44260E-02,5.024597E-03
-2.44200E-02,4.887268E-03
-2.44140E-02,4.826233E-03
-2.44080E-02,4.719421E-03
-2.44020E-02,4.521057E-03
-2.43960E-02,4.231140E-03
-2.43900E-02,3.880188E-03
-2.43840E-02,3.605530E-03
-2.43780E-02,3.407166E-03
-2.43720E-02,3.147766E-03
-2.43660E-02,2.903625E-03
-2.43600E-02,2.567932E-03
-2.43540E-02,2.140686E-03
-2.43480E-02,1.896545E-03
-2.43420E-02,1.469299E-03
-2.43360E-02,8.589478E-04
-2.43300E-02,5.079956E-04
-2.43240E-02,2.638550E-04
-2.43180E-02,1.112671E-04
-2.43120E-02,4.455566E-06
-2.43060E-02,-7.183838E-05
-2.43000E-02,4.455566E-06
-2.42940E-02,-4.132080E-05
-2.42880E-02,-1.786499E-04
-2.42820E-02,-3.617554E-04
-2.42760E-02,-5.296021E-04
-2.42700E-02,-5.906372E-04
-2.42640E-02,-7.127075E-04
-2.42580E-02,-8.195190E-04
-2.42520E-02,-8.500366E-04
-2.42460E-02,-9.568481E-04
-2.42400E-02,-9.873657E-04
-2.42340E-02,-9.873657E-04
-2.42280E-02,-9.873657E-04
-2.42220E-02,-9.568481E-04
-2.42160E-02,-1.002625E-03
-2.42100E-02,-1.033142E-03
-2.42040E-02,-1.048401E-03
-2.41980E-02,-1.323059E-03
-2.41920E-02,-1.506165E-03
-2.41860E-02,-1.628235E-03
-2.41800E-02,-1.796082E-03
-2.41740E-02,-2.192810E-03
-2.41680E-02,-2.604797E-03
-2.41620E-02,-2.955750E-03
-2.41560E-02,-3.154114E-03
-2.41500E-02,-3.398254E-03
-2.41440E-02,-3.459290E-03
-2.41380E-02,-3.520325E-03
-2.41320E-02,-3.703430E-03
-2.41260E-02,-3.947571E-03
-2.41200E-02,-4.130676E-03
-2.41140E-02,-4.466370E-03
-2.41080E-02,-4.649475E-03
-2.41020E-02,-4.908875E-03
-2.40960E-02,-5.046204E-03
-2.40900E-02,-5.168274E-03
-2.40840E-02,-5.198792E-03
-2.40780E-02,-5.290344E-03
-2.40720E-02,-5.366638E-03
-2.40660E-02,-5.336121E-03
-2.40600E-02,-5.320862E-03
-2.40540E-02,-5.244568E-03
-2.40480E-02,-5.336121E-03
-2.40420E-02,-5.427673E-03
-2.40360E-02,-5.366638E-03
-2.40300E-02,-5.336121E-03
-2.40240E-02,-5.244568E-03
-2.40180E-02,-5.183533E-03
-2.40120E-02,-5.091980E-03
-2.40060E-02,-5.076721E-03
-2.40000E-02,-5.107239E-03
-2.39940E-02,-5.290344E-03
-2.39880E-02,-5.442932E-03
-2.39820E-02,-5.427673E-03
-2.39760E-02,-5.442932E-03
-2.39700E-02,-5.519226E-03
-2.39640E-02,-5.534485E-03
-2.39580E-02,-5.610779E-03
-2.39520E-02,-5.732849E-03
-2.39460E-02,-5.839661E-03
-2.39400E-02,-5.900696E-03
-2.39340E-02,-6.053284E-03
-2.39280E-02,-6.053284E-03
-2.39220E-02,-6.022766E-03
-2.39160E-02,-5.900696E-03
-2.39100E-02,-5.687073E-03
-2.39040E-02,-5.366638E-03
-2.38980E-02,-4.954651E-03
-2.38920E-02,-4.786804E-03
-2.38860E-02,-4.603699E-03
-2.38800E-02,-4.466370E-03
-2.38740E-02,-4.466370E-03
-2.38680E-02,-4.329041E-03
-2.38620E-02,-4.069641E-03
-2.38560E-02,-3.794983E-03
-2.38500E-02,-3.733948E-03
-2.38440E-02,-3.672913E-03
-2.38380E-02,-3.703430E-03
-2.38320E-02,-3.718689E-03
-2.38260E-02,-3.550842E-03
-2.38200E-02,-3.276184E-03
-2.38140E-02,-3.062561E-03
-2.38080E-02,-2.894714E-03
-2.38020E-02,-2.955750E-03
-2.37960E-02,-2.909973E-03
-2.37900E-02,-3.001526E-03
-2.37840E-02,-3.047302E-03
-2.37780E-02,-2.986267E-03
-2.37720E-02,-2.818420E-03
-2.37660E-02,-2.635315E-03
-2.37600E-02,-2.513245E-03
-2.37540E-02,-2.589539E-03
-2.37480E-02,-2.696350E-03
-2.37420E-02,-2.986267E-03
-2.37360E-02,-3.260925E-03
-2.37300E-02,-3.489807E-03
-2.37240E-02,-3.581360E-03
-2.37180E-02,-3.672913E-03
-2.37120E-02,-3.749207E-03
-2.37060E-02,-3.840759E-03
-2.37000E-02,-3.840759E-03
-2.36940E-02,-3.871277E-03
-2.36880E-02,-3.932312E-03
-2.36820E-02,-4.039124E-03
-2.36760E-02,-4.084900E-03
-2.36700E-02,-4.222229E-03
-2.36640E-02,-4.374817E-03
-2.36580E-02,-4.512146E-03
-2.36520E-02,-4.573181E-03
-2.36460E-02,-4.710510E-03
-2.36400E-02,-5.015686E-03
-2.36340E-02,-5.214050E-03
-2.36280E-02,-5.397156E-03
-2.36220E-02,-5.488708E-03
-2.36160E-02,-5.732849E-03
-2.36100E-02,-5.824402E-03
-2.36040E-02,-5.992249E-03
-2.35980E-02,-6.053284E-03
-2.35920E-02,-6.175354E-03
-2.35860E-02,-6.221130E-03
-2.35800E-02,-6.205872E-03
-2.35740E-02,-6.175354E-03
-2.35680E-02,-6.038025E-03
-2.35620E-02,-5.824402E-03
-2.35560E-02,-5.961731E-03
-2.35500E-02,-5.870178E-03
-2.35440E-02,-5.793884E-03
-2.35380E-02,-5.763367E-03
-2.35320E-02,-5.626038E-03
-2.35260E-02,-5.732849E-03
-2.35200E-02,-5.656555E-03
-2.35140E-02,-5.748108E-03
-2.35080E-02,-5.763367E-03
-2.35020E-02,-5.748108E-03
-2.34960E-02,-5.671814E-03
-2.34900E-02,-5.427673E-03
-2.34840E-02,-5.214050E-03
-2.34780E-02,-5.076721E-03
-2.34720E-02,-4.985168E-03
-2.34660E-02,-4.878357E-03
-2.34600E-02,-4.817322E-03
-2.34540E-02,-4.741028E-03
-2.34480E-02,-4.435852E-03
-2.34420E-02,-4.390076E-03
-2.34360E-02,-4.176453E-03
-2.34300E-02,-4.115417E-03
-2.34240E-02,-3.978088E-03
-2.34180E-02,-3.794983E-03
-2.34120E-02,-3.718689E-03
-2.34060E-02,-3.550842E-03
-2.34000E-02,-3.444031E-03
-2.33940E-02,-3.306702E-03
-2.33880E-02,-3.184631E-03
-2.33820E-02,-3.260925E-03
-2.33760E-02,-3.215149E-03
-2.33700E-02,-3.184631E-03
-2.33640E-02,-3.016785E-03
-2.33580E-02,-2.772644E-03
-2.33520E-02,-2.604797E-03
-2.33460E-02,-2.482727E-03
-2.33400E-02,-2.436951E-03
-2.33340E-02,-2.208069E-03
-2.33280E-02,-1.841858E-03
-2.33220E-02,-1.567200E-03
-2.33160E-02,-1.338318E-03
-2.33100E-02,-1.002625E-03
-2.33040E-02,-5.753784E-04
-2.32980E-02,-2.396851E-04
-2.32920E-02,-2.606201E-05
-2.32860E-02,3.096313E-04
-2.32800E-02,5.842896E-04
-2.32740E-02,7.521362E-04
-2.32680E-02,1.011536E-03
-2.32620E-02,1.164124E-03
-2.32560E-02,1.515076E-03
-2.32500E-02,1.728699E-03
-2.32440E-02,1.896545E-03
-2.32380E-02,1.972839E-03
-2.32320E-02,2.033875E-03
-2.32260E-02,2.110168E-03
-2.32200E-02,2.171204E-03
-2.32140E-02,2.232239E-03
-2.32080E-02,2.445862E-03
-2.32020E-02,2.613708E-03
-2.31960E-02,2.781555E-03
-2.31900E-02,2.766296E-03
-2.31840E-02,2.857849E-03
-2.31780E-02,3.071472E-03
-2.31720E-02,3.254578E-03
-2.31660E-02,3.361389E-03
-2.31600E-02,3.620789E-03
-2.31540E-02,3.834412E-03
-2.31480E-02,3.880188E-03
-2.31420E-02,4.093811E-03
-2.31360E-02,4.231140E-03
-2.31300E-02,4.276917E-03
-2.31240E-02,4.337952E-03
-2.31180E-02,4.658386E-03
-2.31120E-02,4.917786E-03
-2.31060E-02,5.146667E-03
-2.31000E-02,5.436584E-03
-2.30940E-02,5.543396E-03
-2.30880E-02,5.650208E-03
-2.30820E-02,5.757019E-03
-2.30760E-02,5.818054E-03
-2.30700E-02,5.772278E-03
-2.30640E-02,5.619690E-03
-2.30580E-02,5.222961E-03
-2.30520E-02,4.673645E-03
-2.30460E-02,4.124329E-03
-2.30400E-02,3.788635E-03
-2.30340E-02,3.452942E-03
-2.30280E-02,3.010437E-03
-2.30220E-02,2.690002E-03
-2.30160E-02,2.247498E-03
-2.30100E-02,1.743958E-03
-2.30040E-02,1.255676E-03
-2.29980E-02,6.758423E-04
-2.29920E-02,1.723022E-04
-2.29860E-02,-1.481323E-04
-2.29800E-02,-7.279663E-04
-2.29740E-02,-1.292542E-03
-2.29680E-02,-1.887634E-03
-2.29620E-02,-2.269104E-03
-2.29560E-02,-2.711609E-03
-2.29500E-02,-3.093079E-03
-2.29440E-02,-3.489807E-03
-2.29380E-02,-3.794983E-03
-2.29320E-02,-4.054382E-03
-2.29260E-02,-4.237488E-03
-2.29200E-02,-4.390076E-03
-2.29140E-02,-4.222229E-03
-2.29080E-02,-4.161194E-03
-2.29020E-02,-4.222229E-03
-2.28960E-02,-4.161194E-03
-2.28900E-02,-4.252747E-03
-2.28840E-02,-4.130676E-03
-2.28780E-02,-4.069641E-03
-2.28720E-02,-4.054382E-03
-2.28660E-02,-4.069641E-03
-2.28600E-02,-4.130676E-03
-2.28540E-02,-4.100159E-03
-2.28480E-02,-4.268005E-03
-2.28420E-02,-4.313782E-03
-2.28360E-02,-4.237488E-03
-2.28300E-02,-3.932312E-03
-2.28240E-02,-3.703430E-03
-2.28180E-02,-3.505066E-03
-2.28120E-02,-3.245667E-03
-2.28060E-02,-2.955750E-03
-2.28000E-02,-2.711609E-03
-2.27940E-02,-2.314880E-03
-2.27880E-02,-1.933411E-03
-2.27820E-02,-1.521423E-03
-2.27760E-02,-1.155212E-03
-2.27700E-02,-7.584839E-04
-2.27640E-02,-3.617554E-04
-2.27580E-02,-7.183838E-05
-2.27520E-02,2.943726E-04
-2.27460E-02,5.995483E-04
-2.27400E-02,8.742065E-04
-2.27340E-02,1.194641E-03
-2.27280E-02,1.438782E-03
-2.27220E-02,1.637146E-03
-2.27160E-02,1.820251E-03
-2.27100E-02,2.155945E-03
-2.27040E-02,2.613708E-03
-2.26980E-02,2.842590E-03
-2.26920E-02,3.040955E-03
-2.26860E-02,3.208801E-03
-2.26800E-02,3.391907E-03
-2.26740E-02,3.513977E-03
-2.26680E-02,3.666565E-03
-2.26620E-02,3.697083E-03
-2.26560E-02,4.002258E-03
-2.26500E-02,4.109070E-03
-2.26440E-02,4.337952E-03
-2.26380E-02,4.765198E-03
-2.26320E-02,5.009338E-03
-2.26260E-02,5.299255E-03
-2.26200E-02,5.467102E-03
-2.26140E-02,5.543396E-03
-2.26080E-02,5.650208E-03
-2.26020E-02,5.833313E-03
-2.25960E-02,6.031677E-03
-2.25900E-02,6.260559E-03
-2.25840E-02,6.519958E-03
-2.25780E-02,6.550476E-03
-2.25720E-02,6.733582E-03
-2.25660E-02,6.977722E-03
-2.25600E-02,7.069275E-03
-2.25540E-02,7.099792E-03
-2.25480E-02,7.069275E-03
-2.25420E-02,6.931946E-03
-2.25360E-02,6.840393E-03
-2.25300E-02,6.901428E-03
-2.25240E-02,6.916687E-03
-2.25180E-02,6.870911E-03
-2.25120E-02,6.901428E-03
-2.25060E-02,6.962463E-03
-2.25000E-02,7.054016E-03
-2.24940E-02,7.252380E-03
-2.24880E-02,7.557556E-03
-2.24820E-02,7.908508E-03
-2.24760E-02,8.137390E-03
-2.24700E-02,8.198425E-03
-2.24640E-02,8.076355E-03
-2.24580E-02,7.908508E-03
-2.24520E-02,7.832214E-03
-2.24460E-02,7.633850E-03
-2.24400E-02,7.496521E-03
-2.24340E-02,7.496521E-03
-2.24280E-02,7.404968E-03
-2.24220E-02,7.145569E-03
-2.24160E-02,7.023499E-03
-2.24100E-02,6.626770E-03
-2.24040E-02,6.291077E-03
-2.23980E-02,5.955383E-03
-2.23920E-02,5.757019E-03
-2.23860E-02,5.711243E-03
-2.23800E-02,5.772278E-03
-2.23740E-02,5.680725E-03
-2.23680E-02,5.528137E-03
-2.23620E-02,5.390808E-03
-2.23560E-02,5.146667E-03
-2.23500E-02,4.856750E-03
-2.23440E-02,4.719421E-03
-2.23380E-02,4.688904E-03
-2.23320E-02,4.444763E-03
-2.23260E-02,4.154846E-03
-2.23200E-02,3.849670E-03
-2.23140E-02,3.452942E-03
-2.23080E-02,3.224060E-03
-2.23020E-02,2.934143E-03
-2.22960E-02,2.613708E-03
-2.22900E-02,2.247498E-03
-2.22840E-02,1.835510E-03
-2.22780E-02,1.606628E-03
-2.22720E-02,1.362488E-03
-2.22660E-02,1.026794E-03
-2.22600E-02,8.284302E-04
-2.22540E-02,5.232544E-04
-2.22480E-02,3.096313E-04
-2.22420E-02,1.417847E-04
-2.22360E-02,-1.023560E-04
-2.22300E-02,-3.007202E-04
-2.22240E-02,-4.075317E-04
-2.22180E-02,-6.821899E-04
-2.22120E-02,-8.805542E-04
-2.22060E-02,-1.033142E-03
-2.22000E-02,-1.353577E-03
-2.21940E-02,-1.612976E-03
-2.21880E-02,-1.811340E-03
-2.21820E-02,-2.162292E-03
-2.21760E-02,-2.436951E-03
-2.21700E-02,-2.635315E-03
-2.21640E-02,-2.818420E-03
-2.21580E-02,-3.047302E-03
-2.21520E-02,-3.337219E-03
-2.21460E-02,-3.581360E-03
-2.21400E-02,-3.901794E-03
-2.21340E-02,-4.252747E-03
-2.21280E-02,-4.679993E-03
-2.21220E-02,-4.878357E-03
-2.21160E-02,-5.015686E-03
-2.21100E-02,-5.091980E-03
-2.21040E-02,-5.168274E-03
-2.20980E-02,-5.305603E-03
-2.20920E-02,-5.336121E-03
-2.20860E-02,-5.381897E-03
-2.20800E-02,-5.320862E-03
-2.20740E-02,-5.549744E-03
-2.20680E-02,-5.870178E-03
-2.20620E-02,-6.038025E-03
-2.20560E-02,-6.099060E-03
-2.20500E-02,-6.236389E-03
-2.20440E-02,-6.480530E-03
-2.20380E-02,-6.450012E-03
-2.20320E-02,-6.465271E-03
-2.20260E-02,-6.343201E-03
-2.20200E-02,-6.343201E-03
-2.20140E-02,-6.358459E-03
-2.20080E-02,-6.343201E-03
-2.20020E-02,-6.236389E-03
-2.19960E-02,-6.144836E-03
-2.19900E-02,-6.160095E-03
-2.19840E-02,-6.022766E-03
-2.19780E-02,-6.083801E-03
-2.19720E-02,-6.007507E-03
-2.19660E-02,-5.839661E-03
-2.19600E-02,-5.671814E-03
-2.19540E-02,-5.458191E-03
-2.19480E-02,-5.168274E-03
-2.19420E-02,-4.786804E-03
-2.19360E-02,-4.527405E-03
-2.19300E-02,-4.252747E-03
-2.19240E-02,-4.252747E-03
-2.19180E-02,-4.268005E-03
-2.19120E-02,-4.268005E-03
-2.19060E-02,-4.252747E-03
-2.19000E-02,-4.191711E-03
-2.18940E-02,-4.115417E-03
-2.18880E-02,-4.054382E-03
-2.18820E-02,-3.962830E-03
-2.18760E-02,-3.917053E-03
-2.18700E-02,-4.145935E-03
-2.18640E-02,-4.115417E-03
-2.18580E-02,-4.130676E-03
-2.18520E-02,-4.206970E-03
-2.18460E-02,-4.298523E-03
-2.18400E-02,-4.405334E-03
-2.18340E-02,-4.496887E-03
-2.18280E-02,-4.695251E-03
-2.18220E-02,-4.924133E-03
-2.18160E-02,-5.015686E-03
-2.18100E-02,-5.183533E-03
-2.18040E-02,-5.320862E-03
-2.17980E-02,-5.503967E-03
-2.17920E-02,-5.641296E-03
-2.17860E-02,-5.595520E-03
-2.17800E-02,-5.549744E-03
-2.17740E-02,-5.778625E-03
-2.17680E-02,-6.007507E-03
